tweet_id,created_at,tweet,category,sentiment,combined
1467105386675146752,2021-12-04 12:15:56+00:00,"Just watched Dune today and man it was breathtaking like everything about the movie was a step up from my expectations. Even though I haven't read the book yet, I'm hoping to read it as well as it's sequels before they finish with the series"
1467107686152130574,2021-12-04 12:25:04+00:00,Honestly depends on the movie. I wouldn't want to watch Dune on my phone. https://t.co/Q1gqLsEy8a
1467108622987575301,2021-12-04 12:28:47+00:00,Weirdly dune is the wettest movie I have seen in ages. Pretty much every scene on Caladan is damp as fuck
1467108672518049795,2021-12-04 12:28:59+00:00,dune was such a fucking sick movie I can’t stop thinking about it…!!
1467114599480799232,2021-12-04 12:52:32+00:00,@Brittany_207 Leto from the latest Dune movie -
1467114646490345472,2021-12-04 12:52:44+00:00,I saw #Dune and discovered it was NOT a movie about Timothee Chalamet’s cheekbones. https://t.co/YYstCliD8h
1467115722224640032,2021-12-04 12:57:00+00:00,@Greygofullmoon I heavy recommended the new dune movie! If you're in the mood for something out of the norm for superhero watch unbreakable
1467116191093510150,2021-12-04 12:58:52+00:00,"@LonelyGoomba I went to my local theatre recently to see Dune and they didn’t even have many movie posters up. I think the upcoming Spider-Man and Batman films may create a temporary revival. Especially The Batman, since a lot of people are excited for that and it looks like a fresh take."
1467116597265543186,2021-12-04 13:00:29+00:00,i’ve been rewatching Dune every saturday for weeks now. this movie is good
1467117264801464325,2021-12-04 13:03:08+00:00,Saw DUNE.   The best movie of 2021 easily
1467118132334510080,2021-12-04 13:06:35+00:00,"Remember that one writer who got dragged for saying ""fuck all y'all arguing dune was a good movie"", in reference to petty arguments about how good an adaptation it was  And then got dragged by all of twitter because the discourse was actually about something bigger"
1467118331144638469,2021-12-04 13:07:22+00:00,@TJMpod Woo! So happy you guys did this movie!  Wasn't sure how much @thechosendavid  would enjoy it since it had Timothée Chalamet in and he seemed iffy with him in Dune
1467121887897550848,2021-12-04 13:21:30+00:00,Quote your recent fav movie.  Mine : #Dune  Yours : ? https://t.co/i6jacfouud
1467123566965575680,2021-12-04 13:28:10+00:00,"Just saw a YouTube video of a scene of Children of Dune, I didn't listen to the dialogue or anything but I might watch it because James McAvoy Also he seems to spend a good chunk of the movie shirtless so that's a plus It was really the height of his twink era"
